city,date,country,latitude,longitude,temp_max_c,temp_min_c,temp_avg_c,precipitation_mm,humidity_pct,wind_speed_kmh,pressure_hpa,visibility_km,uv_index,weather_condition
Mumbai,2018-03-24,India,19.07,72.87,29.7,19.8,24.5,0.2,60.7,11.1,1014.6,8.9,8.2,Clear/Sunny
Mumbai,2018-03-25,India,19.07,72.87,31.9,19.9,27.1,0.0,78.0,22.9,1005.0,10.0,7.6,Clear/Sunny
Mumbai,2018-03-26,India,19.07,72.87,30.9,21.3,24.9,0.0,69.1,11.4,1014.5,9.2,7.2,Clear/Sunny
Mumbai,2018-03-27,India,19.07,72.87,30.6,22.0,27.1,0.1,57.4,28.2,1016.9,10.0,7.0,Clear/Sunny
Mumbai,2018-03-28,India,19.07,72.87,29.6,22.4,26.7,0.0,65.0,11.7,999.5,10.0,7.5,Clear/Sunny
Mumbai,2018-03-29,India,19.07,72.87,29.9,20.7,27.6,0.0,60.0,24.1,1018.7,9.4,8.5,Clear/Sunny
Mumbai,2018-03-30,India,19.07,72.87,30.7,21.3,27.3,0.0,54.4,13.9,1021.5,10.0,8.8,Clear/Sunny
Mumbai,2018-03-31,India,19.07,72.87,32.4,21.0,26.5,0.1,52.8,14.7,1019.5,10.0,8.4,Clear/Sunny
Mumbai,2018-04-01,India,19.07,72.87,33.7,20.1,26.4,0.0,65.2,15.1,1020.5,9.5,8.1,Clear/Sunny
Mumbai,2018-04-02,India,19.07,72.87,30.8,23.4,25.0,0.0,56.7,21.4,1010.9,10.0,8.4,Clear/Sunny
Mumbai,2018-04-03,India,19.07,72.87,33.2,22.7,26.3,0.7,54.2,17.9,1018.7,9.7,9.3,Clear/Sunny
Mumbai,2018-04-04,India,19.07,72.87,31.7,22.2,26.3,0.6,51.5,6.2,1006.0,10.0,7.8,Clear/Sunny
Mumbai,2018-04-05,India,19.07,72.87,31.3,23.0,27.0,0.0,64.7,16.2,1025.4,9.0,9.1,Clear/Sunny
Mumbai,2018-04-06,India,19.07,72.87,34.0,22.4,26.7,0.1,66.3,17.5,1015.3,10.0,7.5,Clear/Sunny
Mumbai,2018-04-07,India,19.07,72.87,31.2,23.6,28.0,0.1,76.4,12.1,1006.3,10.0,7.6,Clear/Sunny
Mumbai,2018-04-08,India,19.07,72.87,31.3,22.3,28.5,0.0,58.3,15.8,1010.1,10.0,8.8,Clear/Sunny
Mumbai,2018-04-09,India,19.07,72.87,32.7,24.2,27.7,0.0,54.0,11.3,1012.7,10.0,7.7,Clear/Sunny
Mumbai,2018-04-10,India,19.07,72.87,34.0,22.6,28.1,0.0,74.6,16.7,1023.6,8.9,6.6,Clear/Sunny
Mumbai,2018-04-11,India,19.07,72.87,34.2,21.5,29.2,0.6,68.2,18.6,1017.0,10.0,9.3,Clear/Sunny
Mumbai,2018-04-12,India,19.07,72.87,33.8,24.1,28.2,0.6,62.0,10.8,1007.5,10.0,8.8,Clear/Sunny
Mumbai,2018-04-13,India,19.07,72.87,32.9,24.8,30.0,0.0,66.5,15.2,1002.1,10.0,9.0,Clear/Sunny
Mumbai,2018-04-14,India,19.07,72.87,34.1,24.5,28.1,0.2,64.2,16.4,1017.9,10.0,8.0,Clear/Sunny
Mumbai,2018-04-15,India,19.07,72.87,32.2,22.2,27.5,0.0,50.5,19.8,1009.2,10.0,8.8,Clear/Sunny
Mumbai,2018-04-16,India,19.07,72.87,31.2,25.0,25.9,0.0,77.5,14.7,1008.6,10.0,7.0,Clear/Sunny
Mumbai,2018-04-17,India,19.07,72.87,31.8,22.0,28.1,0.1,67.0,12.2,1002.8,10.0,9.2,Clear/Sunny
Mumbai,2018-04-18,India,19.07,72.87,33.0,22.7,28.1,0.0,72.2,14.0,1007.3,9.3,8.6,Clear/Sunny
Mumbai,2018-04-19,India,19.07,72.87,32.8,21.9,29.7,0.0,67.7,17.3,1017.6,10.0,9.2,Clear/Sunny
Mumbai,2018-04-20,India,19.07,72.87,32.0,25.3,27.0,0.3,64.3,22.2,1007.6,10.0,8.6,Clear/Sunny
Mumbai,2018-04-21,India,19.07,72.87,31.8,23.2,27.8,0.0,59.9,20.0,1010.8,10.0,8.5,Clear/Sunny
Mumbai,2018-04-22,India,19.07,72.87,33.5,23.2,27.5,0.0,71.3,17.1,1005.3,10.0,8.7,Clear/Sunny
Mumbai,2018-04-23,India,19.07,72.87,34.2,22.9,28.0,0.0,58.0,15.2,1010.8,9.9,8.5,Clear/Sunny
Mumbai,2018-04-24,India,19.07,72.87,32.3,23.5,29.2,0.5,61.1,12.8,1015.2,9.0,10.5,Clear/Sunny
Mumbai,2018-04-25,India,19.07,72.87,35.4,23.0,31.1,0.1,65.9,19.8,1011.4,10.0,9.2,Clear/Sunny
Mumbai,2018-04-26,India,19.07,72.87,34.9,25.6,28.4,0.0,59.8,12.6,1010.4,10.0,9.3,Clear/Sunny
Mumbai,2018-04-27,India,19.07,72.87,34.7,24.1,29.3,0.0,57.5,18.8,1004.0,10.0,8.3,Clear/Sunny
Mumbai,2018-04-28,India,19.07,72.87,32.3,25.1,27.7,0.0,68.2,18.2,1009.1,10.0,7.6,Clear/Sunny
Mumbai,2018-04-29,India,19.07,72.87,36.2,26.1,30.1,0.3,78.5,12.7,1021.6,9.8,8.7,Clear/Sunny
Mumbai,2018-04-30,India,19.07,72.87,33.4,23.9,29.6,0.1,76.8,21.9,1008.0,10.0,9.4,Clear/Sunny
Mumbai,2018-05-01,India,19.07,72.87,33.1,25.4,26.5,0.1,64.8,20.9,1017.3,9.6,9.7,Clear/Sunny
Mumbai,2018-05-02,India,19.07,72.87,33.9,24.1,28.8,0.0,68.0,14.6,1019.5,8.8,10.1,Clear/Sunny
Mumbai,2018-05-03,India,19.07,72.87,33.1,22.7,29.1,0.0,65.6,8.6,1021.0,9.5,7.4,Clear/Sunny
Mumbai,2018-05-04,India,19.07,72.87,35.1,23.8,30.9,0.0,71.8,21.1,1022.7,9.9,9.4,Clear/Sunny
Mumbai,2018-05-05,India,19.07,72.87,36.2,25.9,29.6,0.0,64.4,14.8,1018.8,10.0,9.8,Clear/Sunny
Mumbai,2018-05-06,India,19.07,72.87,34.1,24.8,32.7,0.0,66.1,17.3,1011.9,10.0,7.0,Clear/Sunny
Mumbai,2018-05-07,India,19.07,72.87,35.5,26.3,31.8,0.0,73.9,9.8,1017.9,8.9,8.5,Clear/Sunny
Mumbai,2018-05-08,India,19.07,72.87,36.4,26.2,31.0,0.5,66.2,16.8,1032.2,9.7,9.3,Clear/Sunny
Mumbai,2018-05-09,India,19.07,72.87,33.1,23.3,29.3,0.3,70.1,9.3,1026.1,8.7,9.5,Clear/Sunny
Mumbai,2018-05-10,India,19.07,72.87,37.1,26.9,31.1,0.2,67.6,17.1,1025.9,10.0,9.0,Clear/Sunny
Mumbai,2018-05-11,India,19.07,72.87,34.5,24.5,30.2,0.4,62.6,21.9,1011.8,9.9,9.1,Clear/Sunny
Mumbai,2018-05-12,India,19.07,72.87,34.6,25.8,29.7,0.0,57.9,22.8,1000.6,9.7,8.0,Clear/Sunny
Mumbai,2018-05-13,India,19.07,72.87,33.6,24.9,30.3,0.3,47.0,11.6,1013.5,10.0,8.8,Clear/Sunny
Mumbai,2018-05-14,India,19.07,72.87,34.8,25.9,31.3,0.0,73.2,27.2,1024.1,10.0,9.9,Clear/Sunny
Mumbai,2018-05-15,India,19.07,72.87,37.3,27.4,29.5,0.0,63.0,17.0,1011.5,10.0,9.3,Clear/Sunny
Mumbai,2018-05-16,India,19.07,72.87,34.6,26.4,31.5,0.0,66.4,22.0,1020.3,8.4,8.4,Clear/Sunny
Mumbai,2018-05-17,India,19.07,72.87,35.3,27.1,29.7,0.0,57.2,17.8,1027.8,10.0,9.6,Clear/Sunny
Mumbai,2018-05-18,India,19.07,72.87,34.7,23.9,31.3,0.0,66.8,21.8,1014.0,9.6,9.5,Clear/Sunny
Mumbai,2018-05-19,India,19.07,72.87,37.1,24.2,31.5,0.0,69.0,8.5,1022.2,9.7,9.2,Clear/Sunny
Mumbai,2018-05-20,India,19.07,72.87,34.8,24.7,33.0,0.0,62.6,21.2,1007.6,10.0,8.6,Clear/Sunny
Mumbai,2018-05-21,India,19.07,72.87,36.3,27.2,33.1,0.6,63.5,14.4,1013.4,9.6,10.5,Clear/Sunny
Mumbai,2018-05-22,India,19.07,72.87,34.9,26.4,29.1,0.0,67.5,15.0,1016.3,9.2,8.1,Clear/Sunny
Mumbai,2018-05-23,India,19.07,72.87,36.9,25.3,30.3,0.0,67.4,12.3,1000.0,10.0,8.5,Clear/Sunny
Mumbai,2018-05-24,India,19.07,72.87,35.5,27.8,31.5,0.0,66.9,7.2,1015.6,10.0,7.6,Clear/Sunny
Mumbai,2018-05-25,India,19.07,72.87,35.5,25.5,31.3,0.3,78.4,17.1,1007.4,9.8,10.2,Clear/Sunny
Mumbai,2018-05-26,India,19.07,72.87,35.0,25.5,30.0,0.0,57.7,15.4,1025.7,9.7,10.9,Clear/Sunny
Mumbai,2018-05-27,India,19.07,72.87,37.5,24.6,31.7,0.0,56.3,13.4,1022.7,10.0,12.0,Clear/Sunny
Mumbai,2018-05-28,India,19.07,72.87,34.7,25.4,31.1,0.0,69.0,17.9,1004.4,9.1,9.0,Clear/Sunny
Mumbai,2018-05-29,India,19.07,72.87,38.2,26.2,32.3,0.0,56.2,4.2,1016.1,10.0,9.7,Extreme Heat
Mumbai,2018-05-30,India,19.07,72.87,38.5,25.1,31.3,0.0,61.5,20.8,1017.5,10.0,9.2,Extreme Heat
Mumbai,2018-05-31,India,19.07,72.87,36.2,27.9,31.3,0.1,65.4,15.9,1011.2,10.0,12.2,Clear/Sunny
Mumbai,2018-06-01,India,19.07,72.87,37.7,27.9,32.2,0.0,56.5,13.5,1008.1,9.8,9.8,Clear/Sunny
Mumbai,2018-06-02,India,19.07,72.87,38.6,27.0,30.4,0.0,41.9,16.5,1015.3,9.2,10.3,Extreme Heat
Mumbai,2018-06-03,India,19.07,72.87,37.3,28.1,31.4,0.0,63.3,22.5,1014.2,9.7,9.2,Clear/Sunny
Mumbai,2018-06-04,India,19.07,72.87,37.6,28.6,31.6,0.0,52.7,19.6,1017.0,10.0,8.8,Clear/Sunny
Mumbai,2018-06-05,India,19.07,72.87,38.4,27.1,29.3,0.0,55.6,6.0,1017.3,10.0,9.3,Extreme Heat
Mumbai,2018-06-06,India,19.07,72.87,35.0,27.9,30.9,0.0,53.2,15.9,1012.9,10.0,10.0,Clear/Sunny
Mumbai,2018-06-07,India,19.07,72.87,36.8,25.6,31.5,0.0,55.5,14.8,1022.3,9.1,7.6,Clear/Sunny
Mumbai,2018-06-08,India,19.07,72.87,36.6,27.2,32.9,0.7,74.1,9.4,1000.2,9.3,9.8,Clear/Sunny
Mumbai,2018-06-09,India,19.07,72.87,37.6,26.4,33.8,0.3,59.9,15.8,1003.5,9.9,10.0,Clear/Sunny
Mumbai,2018-06-10,India,19.07,72.87,37.8,29.0,31.5,0.0,62.1,15.9,1002.2,9.0,11.1,Clear/Sunny
Mumbai,2018-06-11,India,19.07,72.87,37.8,28.4,33.5,0.0,67.3,11.5,1006.7,10.0,10.6,Clear/Sunny
Mumbai,2018-06-12,India,19.07,72.87,36.7,28.4,33.1,0.0,75.6,17.8,1016.6,10.0,9.3,Clear/Sunny
Mumbai,2018-06-13,India,19.07,72.87,39.2,26.9,32.1,0.0,71.0,18.0,1006.2,10.0,10.6,Extreme Heat
Mumbai,2018-06-14,India,19.07,72.87,36.2,27.8,33.1,0.0,81.4,9.5,1011.2,9.7,10.3,Cloudy
Mumbai,2018-06-15,India,19.07,72.87,36.5,26.1,33.1,0.6,63.7,16.4,1011.0,10.0,10.5,Clear/Sunny
Mumbai,2018-06-16,India,19.07,72.87,38.5,26.8,33.0,0.0,67.6,15.2,1012.2,9.9,10.9,Extreme Heat
Mumbai,2018-06-17,India,19.07,72.87,36.3,27.4,33.1,0.4,83.4,20.4,997.8,9.9,11.9,Cloudy
Mumbai,2018-06-18,India,19.07,72.87,39.0,26.9,32.0,0.1,63.0,14.9,1019.6,9.0,11.4,Extreme Heat
Mumbai,2018-06-19,India,19.07,72.87,36.3,27.3,31.4,0.3,60.9,9.4,1015.2,10.0,8.6,Clear/Sunny
Mumbai,2018-06-20,India,19.07,72.87,36.1,28.3,34.0,1.7,58.5,4.5,1017.7,9.5,8.4,Clear/Sunny
Mumbai,2018-06-21,India,19.07,72.87,37.2,26.8,32.8,0.0,52.8,21.3,1008.6,10.0,9.5,Clear/Sunny
Mumbai,2018-06-22,India,19.07,72.87,37.9,27.4,33.9,0.0,78.0,19.8,1008.0,10.0,10.1,Clear/Sunny
Mumbai,2018-06-23,India,19.07,72.87,36.0,29.4,32.5,0.0,70.6,19.8,1013.7,10.0,9.0,Clear/Sunny
Mumbai,2018-06-24,India,19.07,72.87,37.0,27.9,31.6,0.0,68.8,8.2,1014.5,10.0,12.0,Clear/Sunny
Mumbai,2018-06-25,India,19.07,72.87,38.8,29.2,31.6,0.0,62.0,20.4,1028.1,10.0,9.7,Extreme Heat
Mumbai,2018-06-26,India,19.07,72.87,37.1,29.6,32.5,0.0,60.8,18.9,997.8,10.0,11.2,Clear/Sunny
Mumbai,2018-06-27,India,19.07,72.87,39.1,29.0,32.6,0.2,56.1,14.7,1014.6,9.5,7.3,Extreme Heat
Mumbai,2018-06-28,India,19.07,72.87,38.7,26.7,32.6,0.0,57.0,16.5,1019.1,10.0,10.1,Extreme Heat
Mumbai,2018-06-29,India,19.07,72.87,36.9,28.8,32.1,0.1,72.3,11.0,1024.9,9.7,10.2,Clear/Sunny
Mumbai,2018-06-30,India,19.07,72.87,36.0,29.6,33.4,0.1,46.0,19.4,1018.9,9.7,10.3,Clear/Sunny
Mumbai,2018-07-01,India,19.07,72.87,39.6,29.6,35.3,0.0,72.8,10.4,1004.1,10.0,8.9,Extreme Heat
Mumbai,2018-07-02,India,19.07,72.87,39.8,27.4,32.9,0.0,60.2,10.9,1014.6,10.0,9.2,Extreme Heat
Mumbai,2018-07-03,India,19.07,72.87,39.3,27.0,32.8,0.0,69.4,24.1,1012.3,9.2,9.0,Extreme Heat
Mumbai,2018-07-04,India,19.07,72.87,39.7,26.5,33.0,0.3,80.9,9.8,1007.3,9.9,11.6,Cloudy
Mumbai,2018-07-05,India,19.07,72.87,37.8,29.7,33.0,0.1,61.4,12.4,1022.3,9.2,8.8,Clear/Sunny
Mumbai,2018-07-06,India,19.07,72.87,39.5,26.4,33.8,0.2,69.9,14.8,1012.5,9.2,10.3,Extreme Heat
Mumbai,2018-07-07,India,19.07,72.87,37.9,29.5,34.3,1.1,78.2,12.2,998.4,9.6,10.6,Clear/Sunny
Mumbai,2018-07-08,India,19.07,72.87,38.5,26.8,34.0,0.0,68.6,19.3,1016.9,9.2,9.6,Extreme Heat
Mumbai,2018-07-09,India,19.07,72.87,39.4,26.3,31.8,0.0,64.1,12.4,1015.4,10.0,10.1,Extreme Heat
Mumbai,2018-07-10,India,19.07,72.87,38.4,29.6,34.4,1.3,72.9,15.0,1015.1,9.3,11.4,Extreme Heat
Mumbai,2018-07-11,India,19.07,72.87,36.7,26.5,32.6,0.0,78.6,27.9,1017.6,10.0,10.5,Clear/Sunny
Mumbai,2018-07-12,India,19.07,72.87,36.7,26.6,32.4,0.7,61.4,20.7,1023.5,9.5,8.1,Clear/Sunny
Mumbai,2018-07-13,India,19.07,72.87,38.0,26.7,31.0,0.0,74.1,10.8,1008.5,9.6,9.6,Clear/Sunny
Mumbai,2018-07-14,India,19.07,72.87,39.0,27.4,32.2,0.4,69.3,21.1,1013.3,9.9,10.6,Extreme Heat
Mumbai,2018-07-15,India,19.07,72.87,37.3,27.3,31.7,0.0,72.7,13.7,1017.7,9.5,11.1,Clear/Sunny
Mumbai,2018-07-16,India,19.07,72.87,38.8,27.9,33.8,0.0,79.0,8.4,1018.8,10.0,9.1,Extreme Heat
Mumbai,2018-07-17,India,19.07,72.87,39.6,27.3,33.8,0.0,70.0,10.1,1021.9,9.9,8.1,Extreme Heat
Mumbai,2018-07-18,India,19.07,72.87,39.9,29.6,33.3,0.0,69.7,17.1,1009.5,10.0,10.5,Extreme Heat
Mumbai,2018-07-19,India,19.07,72.87,39.2,29.9,32.3,1.5,78.9,12.4,1018.3,8.9,10.6,Extreme Heat
Mumbai,2018-07-20,India,19.07,72.87,38.1,29.6,31.9,0.0,71.9,13.5,1019.4,8.4,9.2,Extreme Heat
